"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER RBI’s AUTOMATIC ROUTE
1571,"KRISHIACHARYA
TECHNOLOGIES PRIVATE LIMITED",HARYANA,Gurgaon,"Other information
technology and computer service activities n.e.c",Surge Ventures II,Mauritius,152.39,2.03,Received in the Company,
1572,KRISHNA ENZYTECH PRIVATE LIMITED,MAHARASHTRA,Nashik,Manufacture of other articles n.e.c.,PEP Licensing Limited,HongKong,27.38,0.37,Received in the company,
1573,"KRISKA GENESIS
INGREDIENTS PRIVATE",MAHARASHTRA,Mumbai,Processing of edible nuts,"Mr. Marc Deschamps jointly with
Ms. Sylvia Maria Elisabeth",Thailand,0.55,0.01,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,LIMITED,,,,Deschamps,,,,,
1574,"KRISKA GENESIS
INGREDIENTS PRIVATE LIMITED",MAHARASHTRA,Mumbai,Processing of edible nuts,MICHAEL COOKE,Switzerland,0.64,0.01,Received in the Company,
1575,"KRISKA GENESIS INGREDIENTS PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Processing of edible nuts,Michael Cooke,Switzerland,0.21,0.00,Received in the Company,
1576,KRUGER VENTILATION INDUSTRIES (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Manufacture of other general purpose machinery
n.e.c. (fans intended for industrial applications,exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling
machines othe",KRUGER ASIA HOLDING PTE LTD,Singapore,50.02,0.67,Received in the Company,
1577,KSU AVIATION PRIVATE LIMITED,HARYANA,Gurgaon,"Activities related to air
transport of passengers, animals or freight",Celebi Hava Servisi A. S.,Turkey,100.00,1.33,Received in the Company,
1578,"KUHME VALVES INDIA
PRIVATE LIMITED",MAHARASHTRA,Pune,"Manufacture of fluid power
equipment",Kuehme Armaturen GmbH,Germany,11.25,0.15,"Received in
the company",
1579,"KUHME VALVES INDIA
PRIVATE LIMITED",MAHARASHTRA,Pune,"Manufacture of fluid power
equipment",Ernst Kuehme GmbH + Co. KG,Germany,3.75,0.05,"Received in
the company",
1580,Kulture Shop Private Limited,MAHARASHTRA,Mumbai,"Manufacture of other
articles n.e.c.",ELK CAMP VENTURES LLC,U.S.A,2.14,0.03,"Received in
the Company",
1581,"Kumiai Chemical Industry
(India) Private Limited",HARYANA,Gurgaon,"Manufacture of basic
chemical elements","K-I Chemical Industry Co., Ltd.",Japan,0.05,0.00,"Received in
the company",
1582,Kumiai Chemical Industry (India) Private Limited,HARYANA,Gurgaon,Manufacture of basic chemical elements,"Kumiai Chemical Industry Co., Ltd.",Japan,0.05,0.00,Received in the company,
1583,KUNDUZ TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer
service activities n.e.c",Kunduz Inc,Turkey,2.09,0.03,Received in the company,
1584,KWANGSUNG SANDHAR TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes,
axles,road wheels,",Kwangsung Corporation Limited,South Korea,9.82,0.13,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,,,,"suspension shock absorbers, radiators, silencers, exhaust pipes,
catalysers, clutches, ste",,,,,,
1585,KWANGSUNG SANDHAR TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes,
catalysers, clutches, ste",Kwangsung Corporation Limited,South Korea,27.44,0.37,Received in the company,
1586,LA SIXXER GAMING NETWORKS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",PARTH HANDA,Canada,0.01,0.00,Received in the Company,
1587,LABOCOSMETICA CHEMICALS PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet
preparations",Mafra International SRL,Italy,3.27,0.04,Received in the company,
1588,"LABOURNET SERVICES INDIA
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other educational services
n.e.c.","CAPITAL 4 DEVELOPMENT ASIA
FUND",Netherland,196.52,2.62,"Received in
the Company",
1589,"LABOURNET SERVICES INDIA
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other educational services
n.e.c.","MICHAEL AND SUSAN DELL
FOUNDATION",U.S.A,35.67,0.48,"Received in
the Company",
1590,"LAI Investment Manager
Private Limited",MAHARASHTRA,Mumbai,"Management of other
investment funds",LOGOS INDIA PTE. LTD.,Singapore,24.52,0.33,"Received in
the Company",
1591,LAKHAPAR RENEWABLES PRIVATE LIMITED,DELHI,Central Delhi,"Electric power generation
using other non conventional sources",EDF EN INDIA WIND,France,0.01,0.00,Received in the Company,
1592,LAKHAPAR RENEWABLES PRIVATE LIMITED,DELHI,Central Delhi,"Electric power generation using other non
conventional sources",EDF RENOUVELABLES INTERNATIONAL,France,0.00,0.00,Received in the Company,
1593,LAKSHY INCLUSION SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other financial service activities, except insurance and pension funding
activities, n.e.c.",ENVIU PARTICIPANTIONS BV,Netherland,4.90,0.07,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
1594,LAKSHY INCLUSION SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other financial service activities, except insurance and pension funding
activities, n.e.c.",ENVIU HOLDING BV,Netherland,0.00,0.00,Received in the Company,
1595,LAKSHY INCLUSION SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other financial service activities, except insurance and pension funding
activities, n.e.c.",ENVIU PARTICIPANTIONS BV,Netherland,0.10,0.00,Received in the Company,
1596,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1597,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1598,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1599,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1600,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1601,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1602,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1603,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.40,0.02,Received in the company,
1604,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1605,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer,MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,,,,service activities n.e.c,,,,,,
1606,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1607,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1608,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1609,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1610,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1611,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1612,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1613,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1614,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1615,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1616,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.38,0.02,Received in the Company,
1617,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
1618,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.40,0.02,Received in the Company,
1619,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,0.46,0.01,Received in the Company,
1620,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the Company,
1621,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the Company,
1622,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.38,0.02,Received in the Company,
1623,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1624,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.40,0.02,Received in the company,
1625,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.40,0.02,Received in the company,
1626,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.18,0.02,Received in the company,
1627,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1628,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1629,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.37,0.02,Received in the Company,
1630,LALAMOVE (INDIA) PRIVATE,MAHARASHTRA,Thane,Other information,MR TSANG HIU SAN,HongKong,1.41,0.02,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,LIMITED,,,"technology and computer
service activities n.e.c",,,,,the Company,
1631,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the Company,
1632,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the Company,
1633,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.10,0.01,Received in the Company,
1634,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",MR TSANG HIU SAN,HongKong,1.42,0.02,Received in the Company,
1635,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.37,0.02,Received in the Company,
1636,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.36,0.02,Received in the Company,
1637,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1638,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1639,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1640,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.37,0.02,Received in the company,
1641,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.37,0.02,Received in the company,
1642,"LALAMOVE (INDIA) PRIVATE
LIMITED",MAHARASHTRA,Thane,"Other information
technology and computer",TSANG HIU SAN,HongKong,1.39,0.02,"Received in
the company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,,,,service activities n.e.c,,,,,,
1643,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",TSANG HIU SAN,HongKong,1.38,0.02,Received in the company,
1644,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",TSANG HIU SAN,HongKong,1.39,0.02,Received in the company,
1645,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.39,0.02,Received in the Company,
1646,LALAMOVE (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information
technology and computer service activities n.e.c",MR TSANG HIU SAN,HongKong,1.38,0.02,Received in the Company,
1647,LAMPRE INDUSTEEL PRIVATE LIMITED,MAHARASHTRA,Pune,Machining; treatment and coating of metals,LAMPRE INTERNATIONAL BV,Netherland,0.00,0.00,Received in the Company,
1648,"LAMPRE INDUSTEEL PRIVATE
LIMITED",MAHARASHTRA,Pune,"Machining; treatment and
coating of metals",LAMPRE INTERNATIONAL BV,Netherland,6.34,0.09,"Received in
the company",
1649,Lap Valley Pvt Ltd,HARYANA,Panchkula,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",Brahma Investments I Limited,Cyprus,421.91,5.63,Brownfield,
1650,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support
and maintenance to the clients",SIDDHARTH BOHRA,U.S.A,0.03,0.00,Received in the Company,
1651,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support
and maintenance to the clients",HARSH NAIDU,U.S.A,0.01,0.00,Received in the Company,
1652,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",PARVEZ W SHAIKH,U.S.A,0.00,0.00,Received in the Company,
1653,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",SARAVANAKUMAR GOVINDARAJ,U.S.A,0.00,0.00,Received in the Company,
1654,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support
and maintenance to the clients",RAJESH C PANDYA,U.S.A,0.02,0.00,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
1655,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support
and maintenance to the clients",ANIL G VAZIRANI,U.S.A,0.01,0.00,Received in the Company,
1656,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support
and maintenance to the clients",ABRAHAM SAMSON,U.S.A,0.00,0.00,Received in the Company,
1657,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",AMIT JAYANTKUMAR UNDE,U.S.A,0.00,0.00,Received in the Company,
1658,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support
and maintenance to the clients",DIBYENDU HALDER,U.S.A,0.01,0.00,Received in the Company,
1659,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support
and maintenance to the clients",NARAYANAN THIRUVENGADATHAN,Sweden,0.00,0.00,Received in the Company,
1660,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",ADITYA MITTAL,U.S.A,0.00,0.00,Received in the Company,
1661,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",NITIN JAIN,U.S.A,0.00,0.00,Received in the Company,
1662,LASERLINE DIODE LASER TECHNOLOGY PRIVATELIMITED,MAHARASHTRA,Pune,Machining; treatment and coating of metals,"LASERLINE GESELLSCHAFT FUER ENTWICKLUNG UND VERTRIEB VON DIODENLASERN
GMBH",Germany,2.35,0.03,Received in the Company,
1663,LatentView Analytics Pvt Ltd,TAMILNADU,Chennai,"Other data processing,
hosting and related activities n.e.c.",SUBRAMANIAN RAMACHANDRAN,U.S.A,2.77,0.04,Received in the Company,
1664,LATERAL PRAXIS (INDIA) PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",Innoterra Tech Holding AG,Switzerland,10.75,0.14,Received in the Company,
1665,LAVELLE NETWORKS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a
particular client excluding",KAAJ VENTURES LLC,U.S.A,13.49,0.18,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,,,,web-page designing,,,,,,
1666,LAZULINE BIOTECH PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and
plasmas; salicylic acid, its",NKS INVESTMENTS LLC,U.S.A,7.59,0.10,Received in the company,
1667,LAZULINE BIOTECH PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and
plasmas; salicylic acid, its",NKS INVESTMENTS LLC,U.S.A,45.31,0.62,Received in the company,
1668,"LBNUTS INDIA PRIVATE
LIMITED",GUJARAT,Ahmedabad,Processing of edible nuts,LB Nuts AG,Switzerland,21.82,0.29,"Received in
the Company",
1669,"LC CAPITAL INDIA PRIVATE
LIMITED",TELANGANA,K.V.Rangareddy,"Management consultancy
activities","Lighthouse Canton Investment
Holdings Pte Ltd",Singapore,0.90,0.01,"Received in
the Company",
1670,LEADING BIRD WEB SERVICES PRIVATE LIMITED,DELHI,South Delhi,"Other information technology and computer
service activities n.e.c",Sprout Investments II,Mauritius,1.50,0.02,Received in the Company,
1671,LEADIT INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,"Other information
technology and computer service activities n.e.c",LEAD IT CORPORATION,U.S.A,25.94,0.35,Received in the Company,
1672,LEADIT INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,"Other information
technology and computer service activities n.e.c",LEAD IT CORPORATION,U.S.A,9.64,0.13,Received in the Company,
1673,LEADIT INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,"Other information technology and computer
service activities n.e.c",LEAD IT CORPORATION,U.S.A,6.51,0.09,Received in the Company,
1674,"LEADIT INDIA PRIVATE
LIMITED",TELANGANA,Hyderabad,"Other information
technology and computer",LEAD IT CORPORATION,U.S.A,9.62,0.13,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,,,,service activities n.e.c,,,,,,
1675,LEADIT INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,"Other information
technology and computer service activities n.e.c",LEAD IT CORPORATION,U.S.A,4.15,0.06,Received in the Company,
1676,LEADIT INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,"Other information technology and computer
service activities n.e.c",LEAD IT CORPORATION,U.S.A,4.80,0.06,Received in the Company,
1677,LEADIT INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,"Other information
technology and computer service activities n.e.c",LEAD IT CORPORATION,U.S.A,6.31,0.09,Received in the company,
1678,"LEADMARK WHOLESALE
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other non-specialised
wholesale trade n.e.c.",Clickfix Private Limited,Singapore,15.05,0.20,"Received in
the Company",
1679,Leap India Food & Logistics Pvt Ltd,TAMIL NADU,Coimbatore,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade
zones",Danish Sustainable Development Goals Investment Fund K/S,Denmark,0.00,0.00,Received in the company,
1680,Leap India Food & Logistics Pvt Ltd,TAMIL NADU,Coimbatore,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade
zones",Danish Sustainable Development Goals Investment Fund K/S,Denmark,50.00,0.67,Received in the Company,
1681,LEAP INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Renting of other tangible goods with out operator (includes renting of containers, pallets, animals
etc.)","MAYFIELD INDIA II, LTD",Mauritius,37.48,0.50,Received in the Company,
1682,"LEAP SKILLS ACADEMY
PRIVATE LIMITED",DELHI,South Delhi,"Educational support
activities",Lesing Mauritius Limited,Mauritius,1.89,0.03,"Received in
the company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
1683,"LEAP SKILLS ACADEMY
PRIVATE LIMITED",DELHI,South Delhi,"Educational support
activities","Elea Foundation for Ethics in
Globalization",Switzerland,3.02,0.04,"Received in
the Company",
1684,Learning Turf Private Limited,KERALA,Thiruvananthapuram,"Computer consultancy and computer facilities
management activities",Learningturf Inc,Canada,0.42,0.01,Received in the Company,
1685,"LECTURENOTES
TECHNOLOGIES PRIVATE LIMITED",ODISHA,Khorda,EDUCATION,Ridik Technology Pte Ltd,Singapore,5.42,0.07,Received in the company,
1686,"LECTURENOTES TECHNOLOGIES PRIVATE
LIMITED",ODISHA,Khorda,EDUCATION,RIDIK TECHNOLOGY PTE LTD,Singapore,2.69,0.04,Received in the company,
1687,LEG GODT INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes
bicycles, cycle ricksh",LEGO A/S,Denmark,190.94,2.55,Received in the Company,
1688,Legacy Engineering Consultancy Private Limited,KARNATAKA,Bengaluru,"Architectural and engineering activities and related technical
consultancy",King Firoz Husein,U.S.A,0.09,0.00,Received in the Company,
1689,LEGAL O2 PRIVATE LIMITED,WEST BENGAL,Kolkata,Management consultancy activities,"Legal Outsourcing 2.0, Inc",U.S.A,0.20,0.00,Received in the Company,
1690,LEI POWERGEAR PRIVATE LIMITED,TAMILNADU,Kanchipuram,Manufacture of other electrical equipment,LEADER ELECTRONICS INC,Taiwan,13.75,0.18,Brownfield,
1691,LEMINAR GLOBAL INDUSTRIES PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,"Manufacture of air- conditioning machines, including motor vehicles
air-conditioners",LEMINAR HOLDINGS LIMITED,UAE,8.50,0.11,Received in the Company,
1692,"LENDTECH FINWELL PRIVATE
LIMITED",DELHI,Central Delhi,Financial leasing,LENDTECH PTE LTD,Singapore,5.00,0.07,"Received in
the Company",
1693,"LET'S SERVICE AUTOMOTIVE
TECHNOLOGIES PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",AEQUS INVESTMENTS PVT LTD,Mauritius,15.00,0.20,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
1694,"LETSVENTURE
TECHNOLOGIES PRIVATE LIMITED",KARNATAKA,Bengaluru,Other information service activities n.e.c.,Accel India III (Mauritius) Ltd,Mauritius,4.00,0.05,Received in the Company,
1695,"Levana Education Solutions
Private Limited",BIHAR,East Champaran,"Educational support
activities",LEVANA EDUCATION LIMITED,"United
Kingdom",9.37,0.13,Brownfield,
1696,Levrara Consulting India Private Limited,MAHARASHTRA,Mumbai,"Human resources provision
and management of human resources functions",LEVRARA CONSULTING GROUP LTD.,United Kingdom,0.90,0.01,Received in the Company,
1697,Levrara Consulting India Private Limited,MAHARASHTRA,Mumbai,"Human resources provision and management of human
resources functions",Raj Michael Kumar,United Kingdom,0.10,0.00,Received in the Company,
1698,LF LOGISTICS (INDIA) PRIVATE LIMITED,DELHI,South Delhi,Activities of shipping cargo agents,LF Logistics Management Limited,HongKong,85.00,1.14,Received in the Company,
