"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER RBI’s AUTOMATIC ROUTE
494,COHERE-MED SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c",Digilife Angel Fund US LLC,U.S.A,6.82,0.09,Received in the Company,
495,COHERE-MED TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",COHERE-MED INC,U.S.A,0.09,0.00,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
496,COJECTIVE LABS PRIVATE LIMITED,GUJARAT,Ahmedabad,"Computer consultancy and
computer facilities management activities",RAJ KAMLESH SHAH,U.S.A,0.07,0.00,Received in the company,
497,COJECTIVE LABS PRIVATE LIMITED,GUJARAT,Ahmedabad,"Computer consultancy and
computer facilities management activities",JWALANT VINOD BHAGAT,U.S.A,0.03,0.00,Received in the company,
498,Coldex Limited,DELHI,West Delhi,"Motorised road freight
transport","SABR INDIA INVESTMENT PVT
LTD",Mauritius,28.20,0.38,"Received in
the Company",
499,Collaborative Intelligence Private Limited,HARYANA,Gurgaon,"Research and experimental development on natural
sciences and engineering",Tiger Laser Pte. Ltd.,Singapore,11.80,0.16,Received in the Company,
500,COLOSSOM IT SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipuram,"Providing software support and maintenance to the
clients",Ramakrishnan Ramaswamy,U.S.A,0.32,0.00,Received in the Company,
501,"Columbia Pacific Communities
Private Limited",TAMIL NADU,Kanchipuram,Nursing care facilities,CP SENIOR HOUSING (INDIA) LLC,U.S.A,30.00,0.40,"Received in
the Company",
502,"Columbia Pacific Communities
Private Limited",TAMILNADU,Kanchipuram,Nursing care facilities,CP SENIOR HOUSING (INDIA) LLC,U.S.A,55.00,0.74,"Received in
the Company",
503,COMES MACHINE INDIA PRIVATE LIMITED,RAJASTHAN,JAIPUR,"Manufacture of metal- forming machinery and
machine tools n.e.c",CO. ME. S. S.R.L.,Italy,0.55,0.01,Greenfiled,
504,"COMPASS GROUP INDIA
SUPPORT SERVICES PRIVATE LIMITED",HARYANA,Gurgaon,"Cafeterias, fast-food
restaurants and other food preparation in market stalls",COMPASS GROUP INTERNATIONAL B.V.,Netherland,529.00,7.08,Received in the Company,
505,COMPASSIONATE CHOICES PRIVATE LIMITED,HARYANA,Gurgaon,"Manufacture of malted
foods including foods for infants and handicapped",NEW CROP CAPITAL TRUST,U.S.A,20.00,0.27,Received in the Company,
506,CONSORT HARDWARE PRIVATE LIMITED,DELHI,East Delhi,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and
other hand tools",Daniel Patrick May,UAE,3.00,0.04,Received in the Company,
507,CONSORT HARDWARE PRIVATE LIMITED,DELHI,East Delhi,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including
tools such as hammers,",Dominic Francis May,Qatar,1.00,0.01,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,,,,"saws, screwdrivers and
other hand tools",,,,,,
508,CONSTELL MANUFACTURING PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,"Working of diamonds and other precious and semi- precious stones including the working of industrial quality stones and synthetic or reconstructed precious
or semi-precious stones",CONSTELL GROUP LTD,Mauritius,1.50,0.02,Brownfield,
509,CONTINUUM POWER TRADING (TN) PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Electric power generation
using other non conventional sources",CONTINUUM WIND ENERGY LIMITED,Singapore,459.90,6.13,Received in the Company,
510,CONVEGENIUS EDU SOLUTIONS PRIVATE LIMITED,TELANGANA,Hyderabad,"Computer consultancy and computer facilities
management activities",Michael and Susan Dell Foundation,U.S.A,45.41,0.62,Received in the company,
511,CONVEGENIUS EDU SOLUTIONS PRIVATE LIMITED,TELANGANA,Hyderabad,"Computer consultancy and computer facilities
management activities",Gray Matters Mauritius,Mauritius,40.94,0.56,Received in the company,
512,CONVERGEPOINT INDIA PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information
technology and computer service activities n.e.c",CONVERGE POINT INC,U.S.A,0.98,0.01,Received in the company,
513,Coolpad Technologies India Private Limited,HARYANA,Gurgaon,"Manufacture of pagers, cellular phones and other mobile communication
equipment","YULONG COMPUTER TELECOMMUNICATION SCIENTIFIC (SHENZHEN) CO.,
LIMITED",China,0.13,0.00,Greenfiled,
514,Coolpad Technologies India Private Limited,HARYANA,Gurgaon,"Manufacture of pagers, cellular phones and other mobile communication
equipment","YULONG TECHNOLOGIES (HONG KONG) CO., LIMITED",HongKong,12.87,0.17,Greenfiled,
515,COOPER STANDARD AUTOMOTIVE INDIA PRIVATE LIMITED,TAMIL NADU,Kanchipuram,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators,
silencers, exhaust pipes,",COOPER STANDARD AUTOMOTIVE INC.,U.S.A,143.18,1.91,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,,,,"catalysers, clutches, ste",,,,,,
516,"COOPER STANDARD INDIA
PRIVATE LIMITED",DELHI,Central Delhi,"Manufacture of other
rubber products","COOPER STANDARD
AUTOMOTIVE INC.",U.S.A,253.52,3.38,"Received in
the Company",
517,"COOPER STANDARD INDIA
PRIVATE LIMITED",DELHI,Central Delhi,"Manufacture of other
rubber products","COOPER STANDARD
AUTOMOTIVE INC",U.S.A,644.92,8.60,"Received in
the Company",
518,COOPER STANDARD INDIA PRIVATE LIMITED,DELHI,Central Delhi,Manufacture of other rubber products,COOPER STANDARD AUTOMOTIVE INC.,U.S.A,225.84,3.01,Received in the Company,
519,"COOPER STANDARD INDIA
PRIVATE LIMITED",DELHI,Central Delhi,"Manufacture of other
rubber products","COOPER STANDARD
AUTOMOTIVE INC",U.S.A,695.09,9.27,"Received in
the Company",
520,"COOPER STANDARD INDIA
PRIVATE LIMITED",DELHI,Central Delhi,"Manufacture of other
rubber products","COOPER STANDARD
AUTOMOTIVE INC.",U.S.A,1753.88,23.39,"Received in
the Company",
521,Cooper-Standard Services India Private Limited,TAMILNADU,Chennai,"Other information
technology and computer service activities n.e.c",Cooper-Standard Automotive Inc.,U.S.A,0.50,0.01,Received in the Company,
522,Cooper-Standard Services India Private Limited,TAMILNADU,Chennai,"Other information technology and computer
service activities n.e.c",Cooper-Standard Automotive Inc.,U.S.A,0.72,0.01,Received in the Company,
523,Copado India Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c","COPADO,INC",U.S.A,3.00,0.04,Received in the Company,
524,Core Diagnostics Private Limited,HARYANA,Gurgaon,"Activities of independent
diagnostic/pathological laboratories",CORE Diagnostics (Mauritius) Pvt Ltd,Mauritius,30.00,0.41,Received in the company,
525,COSMA CUTTING SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of electrical machinery, equipment and
supplies, n.e.c.",CHONG HAN KIONG,Malaysia,0.74,0.01,Received in the Company,
526,COSMA CUTTING SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of electrical machinery, equipment and
supplies, n.e.c.",CHONG HAN KIONG,Malaysia,1.81,0.02,Received in the company,
527,"COUNTHQ ACCOUNTING AND
TAXATION SERVICES PRIVATE LIMITED",GUJARAT,Ahmedabad,"Accounting, bookkeeping and auditing activities",COUNTHQ AMD PTY LTD,Australia,0.00,0.00,Received in the company,
528,"COUNTHQ ACCOUNTING AND
TAXATION SERVICES PRIVATE LIMITED",GUJARAT,Ahmedabad,"Accounting, bookkeeping and auditing activities",COUNTHQ AMD PTY LTD,Australia,0.10,0.00,Received in the company,
529,COUPLE ENGINEERING,HARYANA,Gurgaon,Manufacture of other,HO CHAO YANG,Taiwan,1.56,0.02,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,PRIVATE LIMITED,,,"general purpose machinery
n.e.c. (fans intended for industrial applications,exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling
machines othe",,,,,the Company,
530,COVER2 PROTECT INDIA PRIVATE LIMITED,DELHI,Central Delhi,"Other human health activities n.e.c. (including independent ambulance
activities)",COVER2 PROTECT PTE LTD,Singapore,1.00,0.01,Greenfiled,
531,CPL ONLINE RETAIL INDIA PRIVATE LIMITED,GUJARAT,Ahmedabad,Retail sale via e-commerce,CPL (UK) LIMITED,United Kingdom,0.10,0.00,Received in the company,
532,Craftsvilla Handicrafts Private Limited,MAHARASHTRA,Mumbai,Other business support service activities n.e.c,SUPERA INVESTMENTS PTE LTD,Singapore,15.00,0.20,Received in the Company,
533,Craftsvilla Handicrafts Private Limited,MAHARASHTRA,Mumbai,Other business support service activities n.e.c,SUPERA INVESTMENTS PTE. LTD.,Singapore,10.00,0.13,Received in the Company,
534,"Craftsvilla Handicrafts Private
Limited",MAHARASHTRA,Mumbai,Retail sale via e-commerce,SUPERA INVESTMENTS PTE LTD,Singapore,15.00,0.20,"Received in
the company",
535,Creando Associates Private Limited,DELHI,South Delhi,"Wholesale of confectionery, bakery products and beverages other than
intoxicants",Nishad Dileep Gupte,Singapore,6.86,0.09,Received in the Company,
536,CREAONE DIGITAL PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and
tapestry, sports clothes",ZHANG ZHIKUN,China,0.90,0.01,Received in the Company,
537,Credright Private Limited,KARNATAKA,Bengaluru,"Management consultancy
activities",Spearhead Capital Limited,"British
Virginia",2.79,0.04,"Received in
the Company",
538,Credright Private Limited,KARNATAKA,Bengaluru,"Management consultancy
activities","ACCION Africa-Asia Investment
Company",Mauritius,3.06,0.04,"Received in
the Company",
539,Credright Private Limited,KARNATAKA,Bengaluru,Management consultancy activities,"ACCION Venture Lab, LP",U.S.A,5.69,0.08,Received in the Company,
540,Credright Private Limited,KARNATAKA,Bengaluru,Management consultancy activities,Gaurav Malhotra,Singapore,0.86,0.01,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
541,Credright Private Limited,KARNATAKA,Bengaluru,"Management consultancy
activities","ACCION Africa-Asia Investment
Company",Mauritius,2.80,0.04,"Received in
the Company",
542,Credright Private Limited,KARNATAKA,Bengaluru,"Management consultancy
activities","ACCION Venture Lab, LP",U.S.A,5.20,0.07,"Received in
the Company",
543,Credright Private Limited,KARNATAKA,Bengaluru,"Management consultancy
activities",Chandni Kalpesh Vora,"United
Kingdom",0.85,0.01,"Received in
the Company",
544,Crescere Technologies Private Limited,DELHI,South West Delhi,"Other professional,
scientific and technical activities n.e.c.",MADISON CAPITAL II PTE LTD,Singapore,1.25,0.02,Received in the company,
545,Crestec Digital Solution India Private Limited,TAMIL NADU,Chennai,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on
CD-ROM)","M/s CRESTEC INC.,",Japan,8.00,0.11,Received in the company,
546,CRISIL Limited,MAHARASHTRA,Mumbai,"Activities auxiliary to financial service activities
n.e.c.",KSHITIJ BHATIA,United Kingdom,3.41,0.05,Received in the Company,
547,CRISIL Limited,MAHARASHTRA,Mumbai,"Activities auxiliary to financial service activities
n.e.c.",RITESH KUMAR AGARWAL,United Kingdom,6.09,0.08,Received in the Company,
548,Cropin Technology Solutions Private Limited,KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",BSP FUND LLC,U.S.A,11.71,0.16,Received in the Company,
549,Cropin Technology Solutions Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c",BSP FUND LLC,U.S.A,0.07,0.00,Received in the Company,
550,Crosslight Appmissions Private Limited,KARNATAKA,Bengaluru,"Publishing of operating business and other
applications",Genelco Inc.,U.S.A,2.13,0.03,Received in the Company,
551,Crosslight Appmissions Private Limited,KARNATAKA,Bengaluru,"Publishing of operating
business and other applications",Genelco Inc.,U.S.A,1.49,0.02,Received in the Company,
552,"CROWDSOURCE
TECHNOLOGIES PRIVATE LIMITED",DELHI,South Delhi,"Providing software support
and maintenance to the clients","NARANG CAPITAL
MANAGEMENT AND ADVISORS LIMITED",United Kingdom,5.06,0.07,Received in the company,
553,CROWDSOURCE,DELHI,South Delhi,Providing software support,NARANG CAPITAL,United,5.02,0.07,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,"TECHNOLOGIES PRIVATE
LIMITED",,,"and maintenance to the
clients","MANAGEMENT AND ADVISORS
LIMITED",Kingdom,,,the Company,
554,CS4 ROBOTICS INDIA PRIVATE LIMITED,MAHARASHTRA,Nashik,"Other professional, scientific and technical
activities n.e.c.",CS4 ROBOTICS Inc.,Canada,0.10,0.00,Received in the Company,
555,CTGLOBAL AV SOLUTIONS PRIVATE LIMITED,GOA,North Goa,"Other information
technology and computer service activities n.e.c",Commtech Global Limited,United Kingdom,0.27,0.00,Received in the company,
556,"CTR HOUSEHOLD TECHNOLOGIES INDIA
PRIVATE LIMITED",HIMACHAL PRADESH,Solan,Manufacture of other domestic appliances n.e.c.,"CTR-CONSULTORIA TECNICA E REPRESENTACOES, LDA",Portugal,7.51,0.10,Received in the Company,
557,CUBE CAR PRIVATE LIMITED,TAMILNADU,Chennai,Renting and leasing of motor vehicles,Papa Mobility Co. LTD,South Korea,3.00,0.04,Received in the Company,
558,Cube Highways Operations Management Private Limited,DELHI,SOUTH WEST DELHI,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges,
tunnels and subways",Cube Mobility Investments Pte. Ltd.,Singapore,0.10,0.00,Received in the Company,
559,Cube Highways Project Management Private Limited,DELHI,South Delhi,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges,
tunnels and subways",Cube Highways And Infrastructure Pte. Ltd.,Singapore,1.00,0.01,Received in the Company,
560,CUBICTREE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Providing software support
and maintenance to the clients",RAJU SHUKLA,Singapore,3.50,0.05,Received in the company,
561,CUBICTREE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",RAJU SHUKLA,Singapore,1.50,0.02,Received in the Company,
562,CUBIT SEMICONDUCTOR PRIVATE LIMITED,PUNJAB,Mohali,"Repair and maintenance of pumps and related equipment, fluid power
equipment, valves",SUN RAE KIM,Singapore,1.61,0.02,Received in the Company,
563,cuckoo appliances pvt ltd,"UTTAR
PRADESH","Gautam Buddha
Nagar","Retail sale of gas stoves,
cooking/kitchen appliances",Cuckoo Homesys co. Ltd,South Korea,29.80,0.40,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
564,"CULTFIT HEALTHCARE
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Operation of sports
facilities",Fitness First Luxembourg SCA,Luxembourg,535.92,7.15,"Received in
the Company",
565,"CULTINO AGROTECH PRIVATE
LIMITED",DELHI,South Delhi,"Other information service
activities n.e.c.",Sprout Investments II,Mauritius,0.99,0.01,"Received in
the Company",
566,CuraSigna Systems Private Limited,KARNATAKA,Bengaluru,"Manufacture of other medical and dental
instruments n.e.c.",Karunaker Nampalli,Kuwait,5.50,0.07,Received in the Company,
567,Curatio Health Care I Private Limited,TAMILNADU,Chennai,"Wholesale of toiletry, perfumery and cosmetics",Camel Investments Limited,Mauritius,492.50,6.60,Received in the Company,
568,CUREFIT HEALTHCARE PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c",Bruno Eduard Raschle,Switzerland,128.15,1.74,Received in the company,
569,Cyllid Technologies Private Limited,KARNATAKA,Bengaluru,"Computer consultancy and
computer facilities management activities",Haystack Investments Limited,Mauritius,0.33,0.00,Received in the Company,
570,Cyllid Technologies Private Limited,KARNATAKA,Bengaluru,"Computer consultancy and
computer facilities management activities","Kalaari Capital Partners III, LLC",Mauritius,21.66,0.29,Received in the Company,
571,Cyqurex Systems Pvt Ltd,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",Cyqurex Securities Holland B.V.,United Kingdom,18.70,0.25,Received in the Company,
572,Cyqurex Systems Pvt Ltd,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",Cyqurex Securites Holland BV,United Kingdom,67.00,0.90,Received in the Company,
573,Cyro Healthcare Private Limited,DELHI,South Delhi,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut
string etc.",Dr. Sundeep Dugar,U.S.A,1.39,0.02,Received in the company,
574,CYTOX INDIA PRIVATE LIMITED,DELHI,East Delhi,"Manufacture of other fabricated metal products
n.e.c.",DUFFIN R AND D LLC,U.S.A,0.10,0.00,Received in the Company,
575,DAIICHIKOUTSU CARMAKE,KARNATAKA,Bengaluru,Sale of motor vehicle parts,"Daichi Koutsu Sangyo Co., Ltd",Japan,10.09,0.14,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,PRIVATE LIMITED,,,and accessories,,,,,the Company,
576,DALBERG DESIGN PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other human health activities n.e.c. (including independent ambulance
activities)",ROBERT FABRICANT,U.S.A,0.05,0.00,Received in the Company,
577,DALBERG DESIGN PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other human health activities n.e.c. (including independent ambulance
activities)",RAVI CHANDRAMOHAN CHHATPAR,U.S.A,0.05,0.00,Received in the Company,
578,Danann India Air Private Limited,WEST BENGAL,Kolkata,"Wholesale of other
electronic equipments and parts thereof",Danann Air Holdings Limited,Ireland,1.00,0.01,Received in the Company,
579,Danann India Air Private Limited,WEST BENGAL,Kolkata,"Wholesale of other
electronic equipments and parts thereof",Conor George Moore (Nominee of Danann Air Holdings Limited),Ireland,0.00,0.00,Received in the Company,
580,"DANISCO NUTRITION AND BIOSCIENCES INDIA PRIVATE
LIMITED",DELHI,South Delhi,"Manufacture of vitaminised high protein flour, frying of
dal and other cereals","Nutrition And Biosciences USA 2, LLC",U.S.A,0.00,0.00,Received in the company,
581,"DANISCO NUTRITION AND BIOSCIENCES INDIA PRIVATE
LIMITED",DELHI,South Delhi,"Manufacture of vitaminised high protein flour, frying of
dal and other cereals",N and B International Holding B.V.,Netherland,0.10,0.00,Received in the company,
582,"DANISCO NUTRITION AND
BIOSCIENCES INDIA PRIVATE LIMITED",DELHI,South Delhi,"Manufacture of vitaminised
high protein flour, frying of dal and other cereals",N and B International Holding B.V.,Netherland,90.00,1.22,Received in the company,
583,DAOSIDE PRIVATE LIMITED,GOA,North Goa,"Manufacture of cocoa
products",Aleksei Valerevich Romanenko,Russia,0.05,0.00,"Received in
the Company",
584,DAOSIDE PRIVATE LIMITED,GOA,North Goa,"Manufacture of cocoa
products",Dmitri Vitalevich Iaroslavtsev,Russia,0.05,0.00,"Received in
the Company",
585,DASHA PHARMACEUTICALS PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and
plasmas; salicylic acid, its",DONALD CHARLES ROSS,United Kingdom,0.01,0.00,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
586,DASHA PHARMACEUTICALS PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and
plasmas; salicylic acid, its",ASHRIT CHEEPIRISHETTI,United Kingdom,3.33,0.05,Received in the company,
587,DASHA PHARMACEUTICALS PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and
plasmas; salicylic acid, its",DONALD CHARLES ROSS,United Kingdom,6.66,0.09,Received in the company,
588,DASSAULT SYSTEMES SOLUTIONS LAB PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing","Dassault Systemes Americas, Corp.",U.S.A,1197.46,15.97,Received in the Company,
589,DASSAULT SYSTEMES SOLUTIONS LAB PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",Dassault Systemes SE,France,2402.54,32.04,Received in the Company,
590,DATA DYNAMICS SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing","Piyush Dinesh Mehta (Nominee of Data Dynamics, Inc.)",U.S.A,0.00,0.00,Received in the company,
591,DATA DYNAMICS SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing","Data Dynamics, Inc.",U.S.A,10.00,0.14,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
592,"DATAIR TECHNOLOGY PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Manufacture of other
articles n.e.c.","SEASON TWO VENTURES
MANAGEMENT LLC",U.S.A,0.02,0.00,"Received in
the Company",
593,"DATAIR TECHNOLOGY PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Manufacture of other
articles n.e.c.","SEASON TWO VENTURES
MANAGEMENT LLC",U.S.A,75.47,1.01,"Received in
the Company",
594,"DATTENDRIYA DATA SCIENCE SOLUTIONS INDIAPRIVATE
LIMITED",TAMILNADU,Salem,"Providing software support and maintenance to the
clients",SAYEE KRISHNAN NATARAJAN,U.S.A,3.41,0.05,Received in the Company,
595,"DATTENDRIYA DATA SCIENCE
SOLUTIONS INDIAPRIVATE LIMITED",TAMILNADU,Salem,"Providing software support
and maintenance to the clients",LARRY A PICKETT JR.,U.S.A,1.04,0.01,Received in the Company,
596,Davinta Financial Services Private Limited,KARNATAKA,Bengaluru,"Other financial service activities, except insurance and pension funding
activities, n.e.c.",Raj B Vattikuti,U.S.A,62.40,0.84,Greenfield,
597,DB ROOFING (INDIA) PRIVATE LIMITED,KERALA,Ernakulam,"Other data processing,
hosting and related activities n.e.c.",DYNAMIC BRADVIEW ROOFING PTY LIMITED,Australia,2.94,0.04,Received in the Company,
598,DB-AIRE INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,DUNHAM-BUSH INDUSTRIES SDN BHD,Malaysia,0.10,0.00,Received in the Company,
599,DCG TECH LIMITED,KARNATAKA,Bengaluru,"Other non-specialised
wholesale trade n.e.c.","FIRST INTERNATIONAL
DELIVERY COMPANY",Saudi Arabia,20.00,0.27,"Received in
the company",
600,DE DIETRICH PROCESS SYSTEMS INDIA PRIVATE LIMITED,MAHARASHTRA,Thane,"Manufacture of filtering and purifying machinery or apparatus for liquids and
gases",De Dietrich SAS,France,27.35,0.37,Received in the Company,
601,DE DIETRICH PROCESS SYSTEMS INDIA PRIVATE LIMITED,MAHARASHTRA,Thane,"Manufacture of filtering and purifying machinery or apparatus for liquids and
gases",De Dietrich Process Systems GMBH,Germany,26.27,0.35,Received in the Company,
602,De Lage Landen Financial Services India Private Limited,MAHARASHTRA,Mumbai,Other credit granting,De Lage Landen Asia Participations B. V.,Netherland,1300.00,17.33,Received in the Company,
603,"DE RENEWABLES
AGGREGATION (INDIA) PRIVATE LIMITED",TAMIL NADU,Chennai,Electric power generation using solar energy,DISTRIBUTED ENERGY PTE LTD,Singapore,19.88,0.27,Received in the Company,
604,DEEPERBLUE ASIA PACIFIC PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical
activities n.e.c.",Deeper Blue Asia Limited,United Kingdom,2.05,0.03,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
605,DEEPPURA HOTELS AND RESORTS PRIVATE LIMITED,RAJASTHAN,Sikar,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in
house boats",BALDAN MARIA GRAZIA,Italy,7.75,0.11,brownfield,
606,DeepSight AI Labs Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c",ZEROTH SPC International Corporation Services Ltd.,Cayman Islands,1.37,0.02,Received in the Company,
607,DEEPTHI NATURAL PRODUCTS PRIVATE LIMITED,TAMILNADU,Namakkal,"Wholesale trade via e- commerce excluding activities of commission
agents",Sundararaj Subramaniam,U.S.A,1.98,0.03,Received in the Company,
608,"DEFTOUCH INTERACTIVE ART
PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Publishing of computer
games for all platforms",Kalaari Capital Partners III LLC,Mauritius,6.94,0.09,"Received in
the Company",
609,"DEFTOUCH INTERACTIVE ART
PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Publishing of computer
games for all platforms",Kalaari Capital Partners III LLC,Mauritius,0.07,0.00,"Received in
the Company",
610,Delicioso Gourmet Foods Private Limited,MAHARASHTRA,Mumbai,"Wholesale of confectionery, bakery products and beverages other than
intoxicants",JEFFREY JAEGER,U.S.A,14.13,0.19,Received in the Company,
611,DELIGHTFUL GOURMET PRIVATE LIMITED,KARNATAKA,Bengaluru,"Production, processing and
preserving of other meat and meat products n.e.c.",XTO10X Technologies Pte. Ltd.,Singapore,4.22,0.06,Received in the Company,
612,"DELIGHTWORX
TECHNOLOGIES PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information
technology and computer service activities n.e.c",DELIGHTREE INC,U.S.A,0.10,0.00,Received in the company,
613,DELWARA STEEL INDUSTRIES PRIVATE LIMITED,TRIPURA,West Tripura,"Manufacture of steel in ingots or other primary forms, and other semi-
finished products of steel",DELWARA CORPORATION SG PL,Singapore,11.58,0.15,Received in the Company,
614,DELWARA STEEL INDUSTRIES PRIVATE LIMITED,TRIPURA,West Tripura,"Manufacture of steel in ingots or other primary forms, and other semi-
finished products of steel",DELWARA CORPORATION SG PRIVATE LIMITED,Singapore,12.85,0.17,Received in the Company,
615,Dennemeyer S&A Private Limited,HARYANA,Gurgaon,"Other professional,
scientific and technical activities n.e.c.",Dennemeyer Associates S.A.,Luxembourg,5.10,0.07,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
616,"Dentsu Aegis Network India
Private Limited",MAHARASHTRA,Mumbai,Advertising,Aegis Media Pacific Ltd.,"United
Kingdom",45.30,0.60,"Received in
the Company",
617,DEOHAM DECOR PRIVATE LIMITED,DELHI,West Delhi,"Wholesale trade via e- commerce excluding activities of commission
agents",HYUNCHOL KIM,South Korea,1.01,0.01,Greenfiled,
