Table No.19 (b),,,,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER ACQUISITION OF SHARES ROUTE
RECEIVED DURING JANUARY 2020 TO MARCH 2020",,,,,,,,,,
131,CURISE ANALYTICS PRIVATE LIMITED,GUJARAT,Ahmedabad,Other business support service activities n.e.c,CU RISE ANALYTICS LLC,U.S.A,0.10,0.00,Received in the Company,
132,CUSPERA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Cuspera INC,U.S.A,0.10,0.00,Received in the Company,
133,CYBERABAD CITIZENS HEALTH SERVICES PRIVATE LIMITED,TELANGANA,K.V.Rangare ddy,Hospital activities,Raju Kanumuri,U.S.A,2.00,0.03,Received in the company,
134,DAILYNINJA DELIVERY SERVICES PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,SCI Investments V,Mauritius,0.63,0.01,Received in the company,
135,DAILYNINJA DELIVERY SERVICES PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,SAAMA CAPITAL IV LTD,Mauritius,0.02,0.00,Received in the company,
136,DAILYNINJA DELIVERY SERVICES,MAHARASHTRA,Thane,Other information technology and computer,SAAMA CAPITAL IV LTD,Mauritius,2.14,0.03,Received in the,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,PRIVATE LIMITED,,,service activities n.e.c,,,,,company,
137,DATALYZER TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,John Hall,U.S.A,0.54,0.01,Received in the company,
138,DDP SPECIALITY PRODUCTS INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of basic chemical elements,DSP Singapore Holdings PTE LTD.,Singapore,0.46,0.01,Received in the Company,
139,DEENDAYAL & MODOOM INDUSTRIES PRIVATE,GUJARAT,Surat,Manufacture of rope and cordage made of synthetic material,Seo Shin Ja,South Korea,2.23,0.03,Received in the Company,
140,DEENDAYAL & MODOOM INDUSTRIES PRIVATE,GUJARAT,Surat,Manufacture of rope and cordage made of synthetic material,Seo Shin Ja,South Korea,2.68,0.04,Received in the company,
141,DEEP RED INK CONSULTING PRIVATE LIMITED,TELANGANA,Hyderabad,Web-page designing,INNOFOUNDRY LLC,U.S.A,1.96,0.03,Received in the Company,
142,DERIV IT SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,Luxoft International Company Ltd,Cyprus,4.64,0.06,Received in the Company,
143,DERIV IT SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,Luxoft International Company Ltd.,Cyprus,3.74,0.05,Received in the Company,
144,DFM FOODS LIMITED,DELHI,North Delhi,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc.
(this excludes the",AI Global Investments (Cyprus) PCC Limited,Cyprus,30.97,0.42,Received in the Company,
145,DFM FOODS LIMITED,DELHI,North Delhi,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc.
(this excludes the",AI Global Investments (Cyprus) PCC Limited,Cyprus,6766.98,91.01,Received in the Company,
146,DFM FOODS LIMITED,DELHI,North Delhi,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc.
(this excludes the",AI Global Investments (Cyprus) PCC Limited,Cyprus,579.61,8.11,Received in the company,
147,DIPTAB VENTURES PRIVATE LIMITED,HARYANA,Gurgaon,Motorised road freight transport,MAKITA KOGYO INC,Japan,20.09,0.28,Received in the company,
148,DIPTAB VENTURES PRIVATE LIMITED,HARYANA,Gurgaon,Motorised road freight transport,SITDEKOV TAGIR ALIEVICH,Russia,2.65,0.04,Received in the company,
149,DOKA PRODUCTION INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of industrial frameworks in metal
(frameworks for blast furnaces, lifting and handling equipment etc.)",DOKA GmbH,Austria,0.05,0.00,Received in the company,
150,DOKA PRODUCTION INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of industrial frameworks in metal (frameworks for blast furnaces, lifting and handling equipment etc.)",DOKA Beteiligungs-GmbH,Austria,0.00,0.00,Received in the company,
151,DOKA PRODUCTION INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of industrial frameworks in metal (frameworks for blast furnaces, lifting and
handling equipment etc.)",DOKA GmbH,Austria,0.05,0.00,Received in the company,
152,Drums Food International Private Limited,MAHARASHTRA,Mumbai,"Manufacture of ice-cream, kulfi etc.",MOUSSERENA LP,Cayman Islands,5.00,0.07,Received in the company,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
153,Drums Food International Private Limited,MAHARASHTRA,Mumbai,"Manufacture of ice-cream, kulfi etc.",Danone Manifesto Ventures Europe SAS,France,21.25,0.30,Received in the company,
154,DSC VENTURES PRIVATE LIMITED,DELHI,South Delhi,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian
ways, highways, bridges, tunnels and subways",ARC INFRASTRUCTURE LTD,Mauritius,100.00,1.40,Received in the company,
155,DURCHGEPLANT AND PLANWORK PRIVATE LIMITED,UTTAR PRADESH,"Gautam
Buddha Nagar",Architectural and engineering activities and related technical consultancy,Durchgeplant Planungs - und Management GmbH,Germany,0.10,0.00,Received in the company,
156,EAT REAL SNACKS PRIVATE LIMITED,GUJARAT,Ahmedabad,Manufacture of potato flour and meals and prepared meals of vegetables,LAKSHMI AND SON'S LTD,United Kingdom,4.55,0.06,Received in the Company,
157,EBEST MOBILE TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,EBEST MOBILE INC,U.S.A,0.05,0.00,Received in the company,
158,EBN Ecommerce Private Limited,DELHI,South Delhi,"Wholesale of telephone, mobile phone and communications equipment and parts",EBUYNOW ECOMMERCE LIMITED,Canada,0.31,0.00,Received in the company,
159,EDREAMZ TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,"STRAND MANAGEMENT SOLUTIONS, INC.",U.S.A,1.39,0.02,Received in the company,
160,EDREAMZ TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,"STRAND MANAGEMENT SOLUTIONS, INC.",U.S.A,1.39,0.02,Received in the company,
161,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,1.03,0.01,Received in the company,
162,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.78,0.01,Received in the company,
163,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.22,0.00,Received in the company,
164,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.16,0.00,Received in the company,
165,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,6.40,0.09,Received in the company,
166,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.37,0.01,Received in the company,
167,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.22,0.00,Received in the company,
168,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.14,0.00,Received in the company,
169,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.22,0.00,Received in the company,
170,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.22,0.00,Received in the company,
171,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.97,0.01,Received in the company,
172,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.58,0.01,Received in the Company,
173,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.32,0.00,Received in the Company,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
174,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.51,0.01,Received in the Company,
175,EK7 SOFTECH ANALYTICS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,GANAPATHI PARAMESWARAN,UAE,0.40,0.01,Received in the company,
176,EK7 SOFTECH ANALYTICS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Ganapathi Parameswaran,UAE,1.20,0.02,Received in the company,
177,ENSTRAPP IT SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,"GREY MATTER SOLUTIONS, LLC",U.S.A,6.32,0.09,Received in the company,
178,Equifax Credit Information Services Pvt Ltd,MAHARASHTRA,Mumbai,Other information service activities n.e.c.,EFX Holdings Ltd.,Mauritius,917.33,12.83,Received in the company,
179,Equifax Credit Information Services Pvt Ltd,MAHARASHTRA,Mumbai,Other information service activities n.e.c.,EFX Holdings Ltd,Mauritius,321.06,4.49,Received in the company,
180,Equifax Credit Information Services Pvt Ltd,MAHARASHTRA,Mumbai,Other information service activities n.e.c.,EFX Holdings Ltd,Mauritius,509.63,7.13,Received in the company,
181,Equifax Credit Information Services Pvt Ltd,MAHARASHTRA,Mumbai,Other information service activities n.e.c.,EFX Holdings Ltd,Mauritius,382.22,5.35,Received in the company,
182,Equifax Credit Information Services Pvt Ltd,MAHARASHTRA,Mumbai,Other information service activities n.e.c.,EFX Holdings Ltd,Mauritius,679.50,9.51,Received in the company,
183,Equifax Credit Information Services Pvt Ltd,MAHARASHTRA,Mumbai,Other information service activities n.e.c.,EFX Holdings Ltd,Mauritius,917.33,12.83,Received in the company,
184,ESRI INDIA TECHNOLOGIES LIMITED,DELHI,South Delhi,Providing software support and maintenance to the clients,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC,U.S.A,0.01,0.00,Received in the company,
185,Essel Propack Limited,MAHARASHTRA,Mumbai,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",Epsilon Bidco Pte Ltd,Singapore,6819.08,95.62,Received in the company,
186,EXIGENT DRILL BITS INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing
and knitting machines",Exigent Drill Bits INC,U.S.A,0.04,0.00,Received in the company,
187,Exponentia Datalabs Private Limited,MAHARASHTRA,Mumbai,"Other data processing, hosting and related activities n.e.c.",AMIT MIDHA,Singapore,5.22,0.07,Received in the company,
188,EZEE TECHNOSYS PRIVATE LIMITED,GUJARAT,Surat,Other information technology and computer service activities n.e.c,YANOLJA SINGAPORE PTE. LTD.,Singapore,143.75,1.93,Received in the Company,
189,EZEE TECHNOSYS PRIVATE LIMITED,GUJARAT,Surat,Other information technology and computer service activities n.e.c,YANOLJA SINGAPORE PTE. LTD.,Singapore,143.75,1.93,Received in the Company,
190,FALAFAL TECHNOLOGY PRIVATE LIMITED,DELHI,Central Delhi,Computer consultancy and computer facilities management activities,LEXINGTON EQUITY HOLDINGS LIMITED,Mauritius,0.10,0.00,Received in the company,
191,Fanspole Online Solutions Private Limited,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,Mr. Venu Palaparthi,U.S.A,0.00,0.00,Received in the company,
192,FEDERAL MOGUL ANAND BEARINGS INDIA LIMITED,HARYANA,Gurgaon,"Manufacture of bearings, gears, gearing and driving elements",Federal-Mogul Investments BV,Netherland,4.59,0.06,Received in the company,
193,FINNEW PAYMENTS PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,NIYO SOLUTIONS INC.,U.S.A,0.10,0.00,Received in the company,
194,FOODLINK F&B HOLDINGS (INDIA) PRIVATE LIMITED,MAHARASHTRA,Mumbai,Event catering,V'OCEAN INVESTMENTS LIMITED,Mauritius,0.01,0.00,Received in the Company,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
195,GAINWELL COMMOSALES PRIVATE LIMITED,WEST BENGAL,North 24 Parganas,Wholesale of other construction equipment n.e.c.,MAB INVESTMENT COMPANY LIMITED,UAE,165.09,2.31,Received in the company,
196,GALL ZEIDLER CONSULTANTS INDIA PRIVATE LIMITED,DELHI,South West Delhi,Architectural and engineering activities and related technical consultancy,Vojtech Gall,U.S.A,0.05,0.00,Received in the Company,
197,GARAGEPRENEURS INTERNET PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information service activities n.e.c.,DAS Capital SG Pte Limited,Singapore,0.27,0.00,Received in the Company,
198,GARAGEPRENEURS INTERNET PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information service activities n.e.c.,DAS Capital SG Pte Limited,Singapore,3.37,0.05,Received in the Company,
199,GENONE OPTECH PRIVATE LIMITED,UTTAR PRADESH,"GAUTAM BUDDHA
NAGAR","Manufacture of pagers, cellular phones and other mobile communication equipment",SMART VISION SINGAPORE PTE LTD,Singapore,0.50,0.01,GreenField,
200,GENONE OPTECH PRIVATE LIMITED,UTTAR PRADESH,"GAUTAM
BUDDHA NAGAR","Manufacture of pagers, cellular phones and other mobile communication equipment",SMART VISION SINGAPORE PTE LTD,Singapore,0.50,0.01,GreenField,
201,GENPRO RESEARCH PRIVATE LIMITED,KERALA,Thiruvanant hapuram,"Other professional, scientific and technical activities n.e.c.",GENPRO RESEARCH INC,U.S.A,0.01,0.00,Received in the company,
202,GEUTEBRUCK GEMINI SOLUTIONS PRIVATE LIMITED,KERALA,Thiruvanant hapuram,Security systems service activities,Geutebruck International GMBH,Germany,0.05,0.00,Received in the Company,
203,GLITCH MEDIA PRIVATE LTD,MAHARASHTRA,Mumbai,Advertising,RUSSELL SQUARE HOLDING B.V.,Netherland,52.09,0.73,Received in the company,
204,GLITCH MEDIA PRIVATE LTD,MAHARASHTRA,Mumbai,Advertising,RUSSELL SQUARE HOLDING B.V.,Netherland,60.39,0.84,Received in the company,
205,GLITCH MEDIA PRIVATE LTD,MAHARASHTRA,Mumbai,Advertising,RUSSELL SQUARE HOLDING B.V.,Netherland,10.95,0.15,Received in the company,
206,GLITCH MEDIA PRIVATE LTD,MAHARASHTRA,Mumbai,Advertising,RUSSELL SQUARE HOLDING B.V.,Netherland,60.39,0.84,Received in the company,
207,GRADLANE SYSTEMS PRIVATE LIMITED,TELANGANA,K.V.Rangare ddy,"Other data processing, hosting and related activities n.e.c.",Industrious Partners International Limited,China,0.10,0.00,Received in the company,
208,Greenyana Solar Private Limited,DELHI,South Delhi,Electric power generation using solar energy,Cleantech India OA Pte. Ltd,Singapore,7.50,0.11,Received in the company,
209,Greenzest Solar Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,Cleantech India OA Pte. Ltd,Singapore,0.80,0.01,Received in the company,
210,Growth Street Solar Private Limited,DELHI,South Delhi,Electric power generation using solar energy,Cleantech India OA Pte. Ltd.,Singapore,0.10,0.00,Received in the company,
211,GROWTHPAL TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,GROWTHPAL TECHNOLOGIES PTE. LTD.,Singapore,0.10,0.00,Received in the Company,
212,H&V ADVANCED MATERIALS (INDIA) PRIVATE LIMITED,KARNATAKA,Mysuru,"Manufacture of electric accumulator including parts thereof (separators, containers, covers)",Isbourne Holdings GmbH,Switzerland,20.00,0.27,Received in the Company,
213,HARKIN GLOBAL SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Chennai,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes
bicycles, cycle ricksh",HOMEEASY INDUSTRIAL CO LIMITED,HongKong,0.26,0.00,Received in the company,
214,HAVAS LIFE SORENTO PRIVATE,MAHARASHTRA,Mumbai,"Other professional, scientific and technical",HAVAS PARTICIPATIONS,France,2.46,0.03,Received in the,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,LIMITED,,,activities n.e.c.,,,,,company,
215,HAVAS LIFE SORENTO PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",HAVAS PARTICIPATIONS,France,3.99,0.06,Received in the company,
216,HAWLE VALVES INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,Manufacture of other fabricated metal products n.e.c.,Hawle Beteiligungsgesellschaft m.b.H.,Austria,0.10,0.00,Received in the Company,
217,HEADSTREAM TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,Headstream Technologies LLC,U.S.A,0.05,0.00,Received in the company,
218,HEALY WORLD TRADING INDIA PRIVATE LIMITED,DELHI,New Delhi,Retail sale via e-commerce,HEALY WORLD GMBH,Germany,0.01,0.00,GreenField,
219,HEALY WORLD TRADING INDIA PRIVATE LIMITED,DELHI,New Delhi,Retail sale via e-commerce,HEALY AG,Switzerland,0.10,0.00,GreenField,
220,HELICORD TRANSMISSIONS PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Manufacture of rubber plates, sheets, strips, rods, tubes, pipes, hoses and profile -shapes etc.",Megadyne Asia Pacific Limited,HongKong,61.50,0.83,Received in the Company,
221,Hella Infra Market Limited,MAHARASHTRA,Thane,"Wholesale of construction materials (sand, gravel etc.)",Accel India V (Mauritius) Limited,Mauritius,28.89,0.41,Received in the company,
222,Hella Infra Market Limited,MAHARASHTRA,Thane,"Wholesale of construction materials (sand, gravel etc.)",Accel India V (Mauritius) Limited,Mauritius,28.89,0.41,Received in the company,
223,Hella Infra Market Limited,MAHARASHTRA,Thane,"Wholesale of construction materials (sand, gravel etc.)",Accel India V (Mauritius) Limited,Mauritius,84.68,1.19,Received in the company,
224,Hell-Energy Private Limited,MAHARASHTRA,Thane,"Wholesale of confectionery, bakery products and beverages other than intoxicants",Hell Beverages Limited,Cyprus,0.00,0.00,Received in the company,
225,Hell-Energy Private Limited,MAHARASHTRA,Thane,"Wholesale of confectionery, bakery products and beverages other than intoxicants",Hell Beverages Limited,Cyprus,0.10,0.00,Received in the company,
226,Himadri Foods Limited,MAHARASHTRA,Thane,Grinding and processing of spices,HOUSE FOODS GROUP INC,Japan,5.02,0.07,Received in the Company,
227,Himadri Foods Limited,MAHARASHTRA,Thane,Grinding and processing of spices,HOUSE FOODS GROUP INC,Japan,32.66,0.44,Received in the Company,
228,Hind Pocket Books Private Limted,DELHI,East Delhi,"Publishing of books, brochures, leaflets and
similar publications, including publishing encyclopedias (including on CD-ROM)",PENGUIN BOOKS LIMITED,United Kingdom,1.22,0.02,Received in the Company,
229,Hisar Global Tourism Private Limited,DELHI,East Delhi,Tour operator activities,Tugay Akyol,Turkey,0.05,0.00,Received in the Company,
230,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,SCI Investments VI,Mauritius,25.04,0.35,Received in the company,
231,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,SCI INVESTMENTS VI,Mauritius,23.99,0.34,Received in the company,
232,HONASA CONSUMER PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other articles n.e.c.,SCI Investments VI,Mauritius,105.43,1.47,Received in the company,
233,HR FOOD PROCESSING PRIVATE LIMITED,JHARKHAND,Ranchi,Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or flavoured),CDC GROUP PLC,United Kingdom,25.75,0.35,Received in the Company,
234,HYPERVERGE TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,Hyperverge Inc.,U.S.A,0.30,0.00,Received in the company,
235,IEPL CHEMTECH PROJECTS PVT.,GUJARAT,Vadodara,Manufacture of diverse parts and accessories for,AQT SRL,Italy,0.05,0.00,Received in the,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
,LTD.,,,"motor vehicles such as brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers,
clutches, ste",,,,,company,
236,IFAST FINANCIAL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Activities auxiliary to financial service activities n.e.c.,IFAST INDIA INVESTMENTS PTE LTD,Singapore,0.89,0.01,Received in the company,
237,IFAST FINANCIAL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Activities auxiliary to financial service activities n.e.c.,IFAST INDIA INVESTMENTS PTE LTD,Singapore,24.19,0.33,Received in the Company,
238,ifm engineering private limited,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,IFM Electronic GmbH,Germany,11.74,0.16,Received in the company,
239,IGSC FINTECH NOW PRIVATE LIMITED,TELANGANA,Hyderabad,"Accounting, bookkeeping and auditing activities",KEVIN J JACOBS,U.S.A,0.04,0.00,Received in the company,
240,ILUMINAR MERCHANDISING PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of primary cells and primary batteries and rechargeable batteries, cells containing manganese oxide, mercuric oxide
silver oxide or other material",MA MINGBO,China,0.04,0.00,Received in the company,
241,Imago AI Technologies Private Limited,HARYANA,Panchkula,Publishing of operating systems and system software,IMAGOAI INC,U.S.A,0.09,0.00,Received in the company,
242,Impresario Entertainment and Hospitality Private Limited,MAHARASHTRA,Mumbai,Bars and Restaurants with bars,Sensational Eatery Pte Ltd.,Singapore,70.00,0.98,Received in the company,
243,INCREDIBLE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily
searchable format",ON Mauritius,Mauritius,9.91,0.14,Received in the company,
244,INCREDIBLE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily
searchable format",ON Mauritius,Mauritius,9.91,0.14,Received in the company,
245,INDIA JAPAN LIGHTING PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Manufacture of electric lighting equipment,KOITO INSURANCE SERVICES CO LTD,Japan,0.00,0.00,Received in the company,
246,INDIA JAPAN LIGHTING PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Manufacture of electric lighting equipment,KOITO MANUFACTURING CO LTD.,Japan,1215.00,17.04,Received in the company,
247,INDIA JAPAN LIGHTING PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Manufacture of electric lighting equipment,KOITO MANUFACTURING CO LTD,Japan,270.00,3.79,Received in the company,
248,Indigo Generation (India) Private Limited,TELANGANA,Medak,Electric power generation using solar energy,Indigo Generation Limited,United Kingdom,0.01,0.00,Received in the Company,
249,INDITRADE ROBOCASH PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other retail sale not in stores, stalls or markets",SEDOV SERGEY ALEKSANDROVICH,Russia,0.55,0.01,Received in the company,
250,INDO SCHOTTLE AUTO PARTS PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",SFS INTEC HOLDING AG,Switzerland,273.51,3.83,Received in the company,
251,INDUSTRIAL GUAR PRODUCTS PRIVATE LIMITED,GUJARAT,Ahmedabad,Other grain milling and processing n.e.c.,PFP TECHNOLOGY L.L.C.,U.S.A,3.17,0.04,Received in the Company,
252,INTELLISOURCE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,SIDDHARTH JETLY,U.S.A,0.03,0.00,Received in the Company,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs.,In US$,,
253,Interviewbit Technologies Private Limited,MAHARASHTRA,Pune,EDUCATION,Interviewbit Technologies PTE Ltd,Singapore,0.05,0.00,Received in the company,
254,Interviewbit Technologies Private Limited,MAHARASHTRA,Pune,EDUCATION,Interviewbit Technologies PTE Ltd,Singapore,0.05,0.00,Received in the company,
255,ISG NOVASOFT TECHNOLOGIES LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,"CFCL Ventures Limited,",Iceland,364.99,5.11,Received in the company,
256,Istar Skill Development Private Limited,KARNATAKA,Bengaluru,Educational support activities,SCI Investment VI,Mauritius,11.22,0.15,Received in the Company,
257,ITHENA TECHNOLOGIES PVT. LTD.,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",The Advizor Group (TAG),U.S.A,0.10,0.00,Received in the company,
258,JAPFA COMFEED INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,Manufacture of poultry feed,Aviagen International Finance four Limited,United Kingdom,0.01,0.00,Received in the Company,
259,JEEVIKA YUGCHEM PRIVATE LIMITED,MAHARASHTRA,Nagpur,"MANUFACTURE OF VARIOUS OTHER CHEMICAL PRODUCTS N.E.C.(ANTIKNOCK PREPARATIONS, ANTI-FREEZE PREPARATIONS, LIQUIDS FOR HYDRAULIC TRANSMISSION, COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, WRITING OR DRAWING INK, CHEMICAL
SUBSTANCE USED IN MANUFACTURING OF PE",LASENOR EMUL S.L.,Spain,3.00,0.04,Received in the company,
260,Jobbox Technologies Private Limited,KARNATAKA,Bengaluru,Activities of employment placement agencies,"Able Jobs, Inc",U.S.A,0.88,0.01,Received in the Company,
261,Jobbox Technologies Private Limited,KARNATAKA,Bengaluru,Activities of employment placement agencies,"Able Jobs, Inc.",U.S.A,0.98,0.01,Received in the company,
262,Jobbox Technologies Private Limited,KARNATAKA,Bengaluru,Activities of employment placement agencies,Able Jobs Inc.,U.S.A,0.80,0.01,Received in the company,
263,JOJUVB GREEN ACRES PRIVATE LIMITED,KERALA,Ernakulam,Growing of cardamoms,JJAD PTE LIMITED,Singapore,0.04,0.00,Received in the company,
264,JYOTISHA TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",Jardin Commerce Co. Limited,HongKong,0.00,0.00,Received in the company,
265,JYOTISHA TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",JARDIN COMMERCE COMPANY LIMITED,HongKong,0.00,0.00,Received in the Company,
266,KEDIMA SERVICES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade,KEDIMA S.A.,Luxembourg,0.01,0.00,Received in the Company,
